,Unnamed: 0,entity_cn,country,entity_en
158468,157176,正德职业技术学院,Jiangsu,Nan
158469,157177,钟山职业技术学院,Jiangsu,Nan
158470,157178,无锡南洋职业技术学院,Jiangsu,Nan
158471,157179,江南影视艺术职业学院,Jiangsu,Nan
158472,157180,金肯职业技术学院,Jiangsu,Nan
158473,157181,常州轻工职业技术学院,Jiangsu,Nan
158474,157182,常州工程职业技术学院,Jiangsu,Nan
158475,157183,江苏农林职业技术学院,Jiangsu,Nan
158476,157184,江苏食品药品职业技术学院,Jiangsu,Nan
158477,157185,建东职业技术学院,Jiangsu,Nan
158478,157186,南京铁道职业技术学院,Jiangsu,Nan
158479,157187,徐州工业职业技术学院,Jiangsu,Nan
158480,157188,江苏信息职业技术学院,Jiangsu,Nan
158481,157189,宿迁职业技术学院,Jiangsu,Nan
158482,157190,南京信息职业技术学院,Jiangsu,Nan
158483,157191,江海职业技术学院,Jiangsu,Nan
158484,157192,常州机电职业技术学院,Jiangsu,Nan
158485,157193,江阴职业技术学院,Jiangsu,Nan
158486,157194,无锡城市职业技术学院,Jiangsu,Nan
158487,157195,无锡工艺职业技术学院,Jiangsu,Nan
158488,157196,金山职业技术学院,Jiangsu,Nan
158489,157197,苏州健雄职业技术学院,Jiangsu,Nan
158490,157198,盐城工业职业技术学院,Jiangsu,Nan
158491,157199,江苏财经职业技术学院,Jiangsu,Nan
158492,157200,扬州工业职业技术学院,Jiangsu,Nan
158493,157201,苏州百年职业学院,Jiangsu,Nan
158494,157202,昆山登云科技职业学院,Jiangsu,Nan
158495,157203,南京视觉艺术职业学院,Jiangsu,Nan
158496,157204,江苏城市职业学院,Jiangsu,Nan
158497,157205,南京城市职业学院,Jiangsu,Nan
158498,157206,南京机电职业技术学院,Jiangsu,Nan
158499,157207,苏州高博软件技术职业学院,Jiangsu,Nan
158500,157208,南京旅游职业学院,Jiangsu,Nan
158501,157209,江苏卫生健康职业学院,Jiangsu,Nan
158502,157210,苏州信息职业技术学院,Jiangsu,Nan
158503,157211,宿迁泽达职业技术学院,Jiangsu,Nan
158504,157212,"苏州工业园区服务外包
职业学院",Jiangsu,Nan
158505,157213,徐州幼儿师范高等专科学校,Jiangsu,Nan
158506,157214,徐州生物工程职业技术学院,Jiangsu,Nan
158507,157215,江苏商贸职业学院,Jiangsu,Nan
158508,157216,南通师范高等专科学校,Jiangsu,Nan
158509,157217,扬州中瑞酒店职业学院,Jiangsu,Nan
158510,157218,江苏护理职业学院,Jiangsu,Nan
158511,157219,江苏财会职业学院,Jiangsu,Nan
158512,157220,江苏城乡建设职业学院,Jiangsu,Nan
158513,157221,江苏航空职业技术学院,Jiangsu,Nan
158514,157222,江苏安全技术职业学院,Jiangsu,Nan
158515,157223,江苏旅游职业学院,Jiangsu,Nan
158516,157224,浙江大学,Zhejiang,Nan
158517,157225,杭州电子科技大学,Zhejiang,Nan
158518,157226,浙江工业大学,Zhejiang,Nan
158519,157227,浙江理工大学,Zhejiang,Nan
158520,157228,浙江海洋大学,Zhejiang,Nan
158521,157229,浙江农林大学,Zhejiang,Nan
158522,157230,温州医科大学,Zhejiang,Nan
158523,157231,浙江中医药大学,Zhejiang,Nan
158524,157232,浙江师范大学,Zhejiang,Nan
158525,157233,杭州师范大学,Zhejiang,Nan
158526,157234,湖州师范学院,Zhejiang,Nan
158527,157235,绍兴文理学院,Zhejiang,Nan
158528,157236,台州学院,Zhejiang,Nan
158529,157237,温州大学,Zhejiang,Nan
158530,157238,丽水学院,Zhejiang,Nan
158531,157239,浙江工商大学,Zhejiang,Nan
158532,157240,嘉兴学院,Zhejiang,Nan
158533,157241,中国美术学院,Zhejiang,Nan
158534,157242,中国计量大学,Zhejiang,Nan
158535,157243,公安海警学院,Zhejiang,Nan
158536,157244,浙江万里学院,Zhejiang,Nan
158537,157245,浙江科技学院,Zhejiang,Nan
158538,157246,宁波工程学院,Zhejiang,Nan
158539,157247,浙江水利水电学院,Zhejiang,Nan
158540,157248,浙江财经大学,Zhejiang,Nan
158541,157249,浙江警察学院,Zhejiang,Nan
158542,157250,衢州学院,Zhejiang,Nan
158543,157251,宁波大学,Zhejiang,Nan
158544,157252,浙江传媒学院,Zhejiang,Nan
158545,157253,浙江树人学院,Zhejiang,Nan
158546,157254,浙江越秀外国语学院,Zhejiang,Nan
158547,157255,宁波大红鹰学院,Zhejiang,Nan
158548,157256,浙江大学城市学院,Zhejiang,Nan
158549,157257,浙江大学宁波理工学院,Zhejiang,Nan
158550,157258,杭州医学院,Zhejiang,Nan
158551,157259,浙江工业大学之江学院,Zhejiang,Nan
158552,157260,浙江师范大学行知学院,Zhejiang,Nan
158553,157261,宁波大学科学技术学院,Zhejiang,Nan
158554,157262,"杭州电子科技大学信息工程
学院",Zhejiang,Nan
158555,157263,"浙江理工大学科技与艺术
学院",Zhejiang,Nan
158556,157264,"浙江海洋大学东海科学技术
学院",Zhejiang,Nan
158557,157265,浙江农林大学暨阳学院,Zhejiang,Nan
158558,157266,温州医科大学仁济学院,Zhejiang,Nan
158559,157267,浙江中医药大学滨江学院,Zhejiang,Nan
158560,157268,杭州师范大学钱江学院,Zhejiang,Nan
158561,157269,湖州师范学院求真学院,Zhejiang,Nan
158562,157270,绍兴文理学院元培学院,Zhejiang,Nan
158563,157271,温州大学瓯江学院,Zhejiang,Nan
158564,157272,浙江工商大学杭州商学院,Zhejiang,Nan
158565,157273,嘉兴学院南湖学院,Zhejiang,Nan
158566,157274,中国计量大学现代科技学院,Zhejiang,Nan
158567,157275,浙江财经大学东方学院,Zhejiang,Nan
158568,157276,温州商学院,Zhejiang,Nan
158569,157277,同济大学浙江学院,Zhejiang,Nan
158570,157278,上海财经大学浙江学院,Zhejiang,Nan
158571,157279,浙江外国语学院,Zhejiang,Nan
158572,157280,浙江音乐学院,Zhejiang,Nan
158573,157281,宁波诺丁汉大学,Zhejiang,Nan
158574,157282,温州肯恩大学,Zhejiang,Nan
158575,157283,宁波职业技术学院,Zhejiang,Nan
158576,157284,温州职业技术学院,Zhejiang,Nan
158577,157285,浙江交通职业技术学院,Zhejiang,Nan
158578,157286,金华职业技术学院,Zhejiang,Nan
158579,157287,宁波城市职业技术学院,Zhejiang,Nan
158580,157288,浙江电力职业技术学院,Zhejiang,Nan
158581,157289,浙江同济科技职业学院,Zhejiang,Nan
158582,157290,浙江工商职业技术学院,Zhejiang,Nan
158583,157291,台州职业技术学院,Zhejiang,Nan
158584,157292,浙江工贸职业技术学院,Zhejiang,Nan
158585,157293,浙江医药高等专科学校,Zhejiang,Nan
158586,157294,浙江机电职业技术学院,Zhejiang,Nan
158587,157295,浙江建设职业技术学院,Zhejiang,Nan
158588,157296,浙江艺术职业学院,Zhejiang,Nan
158589,157297,浙江经贸职业技术学院,Zhejiang,Nan
158590,157298,浙江商业职业技术学院,Zhejiang,Nan
158591,157299,浙江经济职业技术学院,Zhejiang,Nan
158592,157300,浙江旅游职业学院,Zhejiang,Nan
158593,157301,浙江育英职业技术学院,Zhejiang,Nan
158594,157302,浙江警官职业学院,Zhejiang,Nan
158595,157303,浙江金融职业学院,Zhejiang,Nan
158596,157304,浙江工业职业技术学院,Zhejiang,Nan
158597,157305,杭州职业技术学院,Zhejiang,Nan
158598,157306,嘉兴职业技术学院,Zhejiang,Nan
158599,157307,湖州职业技术学院,Zhejiang,Nan
158600,157308,绍兴职业技术学院,Zhejiang,Nan
158601,157309,衢州职业技术学院,Zhejiang,Nan
158602,157310,丽水职业技术学院,Zhejiang,Nan
158603,157311,浙江东方职业技术学院,Zhejiang,Nan
158604,157312,义乌工商职业技术学院,Zhejiang,Nan
158605,157313,浙江纺织服装职业技术学院,Zhejiang,Nan
158606,157314,杭州科技职业技术学院,Zhejiang,Nan
158607,157315,浙江长征职业技术学院,Zhejiang,Nan
158608,157316,嘉兴南洋职业技术学院,Zhejiang,Nan
158609,157317,浙江广厦建设职业技术学院,Zhejiang,Nan
158610,157318,杭州万向职业技术学院,Zhejiang,Nan
158611,157319,浙江邮电职业技术学院,Zhejiang,Nan
158612,157320,宁波卫生职业技术学院,Zhejiang,Nan
158613,157321,台州科技职业学院,Zhejiang,Nan
158614,157322,浙江国际海运职业技术学院,Zhejiang,Nan
158615,157323,浙江体育职业技术学院,Zhejiang,Nan
158616,157324,温州科技职业学院,Zhejiang,Nan
158617,157325,浙江汽车职业技术学院,Zhejiang,Nan
158618,157326,浙江横店影视职业学院,Zhejiang,Nan
158619,157327,浙江农业商贸职业学院,Zhejiang,Nan
158620,157328,浙江特殊教育职业学院,Zhejiang,Nan
158621,157329,浙江安防职业技术学院,Zhejiang,Nan
158622,157330,"浙江舟山群岛新区旅游与健康
职业学院",Zhejiang,Nan
158623,157331,安徽大学,Anhui,Nan
158624,157332,中国科学技术大学,Anhui,Nan
158625,157333,合肥工业大学,Anhui,Nan
158626,157334,安徽工业大学,Anhui,Nan
158627,157335,安徽理工大学,Anhui,Nan
158628,157336,安徽工程大学,Anhui,Nan
158629,157337,安徽农业大学,Anhui,Nan
158630,157338,安徽医科大学,Anhui,Nan
158631,157339,蚌埠医学院,Anhui,Nan
158632,157340,皖南医学院,Anhui,Nan
158633,157341,安徽中医药大学,Anhui,Nan
158634,157342,安徽师范大学,Anhui,Nan
158635,157343,阜阳师范学院,Anhui,Nan
158636,157344,安庆师范大学,Anhui,Nan
158637,157345,淮北师范大学,Anhui,Nan
158638,157346,黄山学院,Anhui,Nan
158639,157347,皖西学院,Anhui,Nan
158640,157348,滁州学院,Anhui,Nan
158641,157349,安徽财经大学,Anhui,Nan
158642,157350,宿州学院,Anhui,Nan
158643,157351,巢湖学院,Anhui,Nan
158644,157352,淮南师范学院,Anhui,Nan
158645,157353,铜陵学院,Anhui,Nan
158646,157354,安徽建筑大学,Anhui,Nan
158647,157355,安徽科技学院,Anhui,Nan
158648,157356,安徽三联学院,Anhui,Nan
158649,157357,合肥学院,Anhui,Nan
158650,157358,蚌埠学院,Anhui,Nan
158651,157359,池州学院,Anhui,Nan
158652,157360,安徽新华学院,Anhui,Nan
158653,157361,安徽文达信息工程学院,Anhui,Nan
158654,157362,亳州学院,Anhui,Nan
158655,157363,安徽外国语学院,Anhui,Nan
158656,157364,安徽财经大学商学院,Anhui,Nan
158657,157365,安徽大学江淮学院,Anhui,Nan
158658,157366,安徽信息工程学院,Anhui,Nan
158659,157367,安徽工业大学工商学院,Anhui,Nan
158660,157368,安徽建筑大学城市建设学院,Anhui,Nan
158661,157369,安徽农业大学经济技术学院,Anhui,Nan
158662,157370,安徽师范大学皖江学院,Anhui,Nan
158663,157371,安徽医科大学临床医学院,Anhui,Nan
158664,157372,阜阳师范学院信息工程学院,Anhui,Nan
158665,157373,淮北师范大学信息学院,Anhui,Nan
158666,157374,合肥师范学院,Anhui,Nan
158667,157375,河海大学文天学院,Anhui,Nan
158668,157376,安徽职业技术学院,Anhui,Nan
158669,157377,淮北职业技术学院,Anhui,Nan
158670,157378,芜湖职业技术学院,Anhui,Nan
158671,157379,淮南联合大学,Anhui,Nan
158672,157380,安徽商贸职业技术学院,Anhui,Nan
158673,157381,安徽水利水电职业技术学院,Anhui,Nan
158674,157382,阜阳职业技术学院,Anhui,Nan
158675,157383,铜陵职业技术学院,Anhui,Nan
158676,157384,民办万博科技职业学院,Anhui,Nan
158677,157385,安徽警官职业学院,Anhui,Nan
158678,157386,淮南职业技术学院,Anhui,Nan
158679,157387,安徽工业经济职业技术学院,Anhui,Nan
158680,157388,合肥通用职业技术学院,Anhui,Nan
158681,157389,安徽工贸职业技术学院,Anhui,Nan
158682,157390,宿州职业技术学院,Anhui,Nan
158683,157391,六安职业技术学院,Anhui,Nan
158684,157392,安徽电子信息职业技术学院,Anhui,Nan
158685,157393,民办合肥经济技术职业学院,Anhui,Nan
158686,157394,安徽交通职业技术学院,Anhui,Nan
158687,157395,安徽体育运动职业技术学院,Anhui,Nan
158688,157396,安徽中医药高等专科学校,Anhui,Nan
158689,157397,安徽医学高等专科学校,Anhui,Nan
158690,157398,合肥职业技术学院,Anhui,Nan
158691,157399,滁州职业技术学院,Anhui,Nan
158692,157400,池州职业技术学院,Anhui,Nan
158693,157401,宣城职业技术学院,Anhui,Nan
158694,157402,安徽广播影视职业技术学院,Anhui,Nan
158695,157403,民办合肥滨湖职业技术学院,Anhui,Nan
158696,157404,安徽电气工程职业技术学院,Anhui,Nan
158697,157405,安徽冶金科技职业学院,Anhui,Nan
158698,157406,安徽城市管理职业学院,Anhui,Nan
158699,157407,安徽机电职业技术学院,Anhui,Nan
158700,157408,安徽工商职业学院,Anhui,Nan
158701,157409,安徽中澳科技职业学院,Anhui,Nan
158702,157410,阜阳科技职业学院,Anhui,Nan
158703,157411,亳州职业技术学院,Anhui,Nan
158704,157412,安徽国防科技职业学院,Anhui,Nan
158705,157413,安庆职业技术学院,Anhui,Nan
158706,157414,安徽艺术职业学院,Anhui,Nan
158707,157415,马鞍山师范高等专科学校,Anhui,Nan
158708,157416,安徽财贸职业学院,Anhui,Nan
158709,157417,安徽国际商务职业学院,Anhui,Nan
158710,157418,安徽公安职业学院,Anhui,Nan
158711,157419,安徽林业职业技术学院,Anhui,Nan
158712,157420,安徽审计职业学院,Anhui,Nan
158713,157421,安徽新闻出版职业技术学院,Anhui,Nan
158714,157422,安徽邮电职业技术学院,Anhui,Nan
158715,157423,安徽工业职业技术学院,Anhui,Nan
158716,157424,民办合肥财经职业学院,Anhui,Nan
158717,157425,安庆医药高等专科学校,Anhui,Nan
158718,157426,安徽涉外经济职业学院,Anhui,Nan
158719,157427,安徽绿海商务职业学院,Anhui,Nan
158720,157428,合肥共达职业技术学院,Anhui,Nan
158721,157429,蚌埠经济技术职业学院,Anhui,Nan
158722,157430,民办安徽旅游职业学院,Anhui,Nan
158723,157431,徽商职业学院,Anhui,Nan
158724,157432,马鞍山职业技术学院,Anhui,Nan
158725,157433,安徽现代信息工程职业学院,Anhui,Nan
158726,157434,安徽矿业职业技术学院,Anhui,Nan
158727,157435,合肥信息技术职业学院,Anhui,Nan
158728,157436,桐城师范高等专科学校,Anhui,Nan
158729,157437,黄山职业技术学院,Anhui,Nan
158730,157438,滁州城市职业学院,Anhui,Nan
158731,157439,安徽汽车职业技术学院,Anhui,Nan
158732,157440,皖西卫生职业学院,Anhui,Nan
158733,157441,合肥幼儿师范高等专科学校,Anhui,Nan
158734,157442,安徽长江职业学院,Anhui,Nan
158735,157443,安徽扬子职业技术学院,Anhui,Nan
158736,157444,安徽黄梅戏艺术职业学院,Anhui,Nan
158737,157445,安徽粮食工程职业学院,Anhui,Nan
158738,157446,安徽卫生健康职业学院,Anhui,Nan
158739,157447,合肥科技职业学院,Anhui,Nan
158740,157448,皖北卫生职业学院,Anhui,Nan
158741,157449,阜阳幼儿师范高等专科学校,Anhui,Nan
158742,157450,厦门大学,Fujian,Nan
158743,157451,华侨大学,Fujian,Nan
158744,157452,福州大学,Fujian,Nan
158745,157453,福建工程学院,Fujian,Nan
158746,157454,福建农林大学,Fujian,Nan
158747,157455,集美大学,Fujian,Nan
158748,157456,福建医科大学,Fujian,Nan
158749,157457,福建中医药大学,Fujian,Nan
158750,157458,福建师范大学,Fujian,Nan
158751,157459,闽江学院,Fujian,Nan
158752,157460,武夷学院,Fujian,Nan
158753,157461,宁德师范学院,Fujian,Nan
158754,157462,泉州师范学院,Fujian,Nan
158755,157463,闽南师范大学,Fujian,Nan
158756,157464,厦门理工学院,Fujian,Nan
158757,157465,三明学院,Fujian,Nan
158758,157466,龙岩学院,Fujian,Nan
158759,157467,福建商学院,Fujian,Nan
158760,157468,福建警察学院,Fujian,Nan
158761,157469,莆田学院,Fujian,Nan
158762,157470,仰恩大学,Fujian,Nan
158763,157471,厦门医学院,Fujian,Nan
158764,157472,厦门华厦学院,Fujian,Nan
158765,157473,闽南理工学院,Fujian,Nan
158766,157474,福建师范大学闽南科技学院,Fujian,Nan
158767,157475,福建农林大学东方学院,Fujian,Nan
158768,157476,厦门工学院,Fujian,Nan
158769,157477,阳光学院,Fujian,Nan
158770,157478,厦门大学嘉庚学院,Fujian,Nan
158771,157479,福州大学至诚学院,Fujian,Nan
158772,157480,集美大学诚毅学院,Fujian,Nan
158773,157481,福建师范大学协和学院,Fujian,Nan
158774,157482,福州外语外贸学院,Fujian,Nan
158775,157483,福建江夏学院,Fujian,Nan
158776,157484,泉州信息工程学院,Fujian,Nan
158777,157485,福州理工学院,Fujian,Nan
158778,157486,福建农林大学金山学院,Fujian,Nan
158779,157487,福建船政交通职业学院,Fujian,Nan
158780,157488,漳州职业技术学院,Fujian,Nan
158781,157489,闽西职业技术学院,Fujian,Nan
158782,157490,黎明职业大学,Fujian,Nan
158783,157491,福建华南女子职业学院,Fujian,Nan
158784,157492,福州职业技术学院,Fujian,Nan
158785,157493,福建林业职业技术学院,Fujian,Nan
158786,157494,福建信息职业技术学院,Fujian,Nan
158787,157495,福建水利电力职业技术学院,Fujian,Nan
158788,157496,福建电力职业技术学院,Fujian,Nan
158789,157497,厦门海洋职业技术学院,Fujian,Nan
158790,157498,福建农业职业技术学院,Fujian,Nan
158791,157499,福建卫生职业技术学院,Fujian,Nan
158792,157500,泉州医学高等专科学校,Fujian,Nan
158793,157501,福州英华职业学院,Fujian,Nan
158794,157502,泉州纺织服装职业学院,Fujian,Nan
158795,157503,泉州华光职业学院,Fujian,Nan
158796,157504,泉州理工职业学院,Fujian,Nan
158797,157505,福建警官职业学院,Fujian,Nan
158798,157506,闽北职业技术学院,Fujian,Nan
158799,157507,福州黎明职业技术学院,Fujian,Nan
158800,157508,厦门演艺职业学院,Fujian,Nan
158801,157509,厦门华天涉外职业技术学院,Fujian,Nan
158802,157510,福州科技职业技术学院,Fujian,Nan
158803,157511,泉州经贸职业技术学院,Fujian,Nan
158804,157512,"福建对外经济贸易
职业技术学院",Fujian,Nan
158805,157513,湄洲湾职业技术学院,Fujian,Nan
158806,157514,福建生物工程职业技术学院,Fujian,Nan
158807,157515,福建艺术职业学院,Fujian,Nan
158808,157516,福建幼儿师范高等专科学校,Fujian,Nan
158809,157517,厦门城市职业学院,Fujian,Nan
158810,157518,泉州工艺美术职业学院,Fujian,Nan
158811,157519,三明医学科技职业学院,Fujian,Nan
158812,157520,宁德职业技术学院,Fujian,Nan
158813,157521,福州软件职业技术学院,Fujian,Nan
158814,157522,厦门兴才职业技术学院,Fujian,Nan
158815,157523,厦门软件职业技术学院,Fujian,Nan
158816,157524,福建体育职业技术学院,Fujian,Nan
158817,157525,漳州城市职业学院,Fujian,Nan
158818,157526,厦门南洋职业学院,Fujian,Nan
158819,157527,厦门东海职业技术学院,Fujian,Nan
158820,157528,漳州科技职业学院,Fujian,Nan
158821,157529,漳州理工职业学院,Fujian,Nan
158822,157530,武夷山职业学院,Fujian,Nan
158823,157531,漳州卫生职业学院,Fujian,Nan
158824,157532,泉州海洋职业学院,Fujian,Nan
158825,157533,泉州轻工职业学院,Fujian,Nan
158826,157534,厦门安防科技职业学院,Fujian,Nan
158827,157535,泉州幼儿师范高等专科学校,Fujian,Nan
158828,157536,闽江师范高等专科学校,Fujian,Nan
158829,157537,泉州工程职业技术学院,Fujian,Nan
158830,157538,福州墨尔本理工职业学院,Fujian,Nan
158831,157539,南昌大学,Jiangxi,Nan
158832,157540,华东交通大学,Jiangxi,Nan
158833,157541,东华理工大学,Jiangxi,Nan
158834,157542,南昌航空大学,Jiangxi,Nan
158835,157543,江西理工大学,Jiangxi,Nan
158836,157544,景德镇陶瓷大学,Jiangxi,Nan
158837,157545,江西农业大学,Jiangxi,Nan
158838,157546,江西中医药大学,Jiangxi,Nan
158839,157547,赣南医学院,Jiangxi,Nan
158840,157548,江西师范大学,Jiangxi,Nan
158841,157549,上饶师范学院,Jiangxi,Nan
158842,157550,宜春学院,Jiangxi,Nan
158843,157551,赣南师范大学,Jiangxi,Nan
158844,157552,井冈山大学,Jiangxi,Nan
158845,157553,江西财经大学,Jiangxi,Nan
158846,157554,江西科技学院,Jiangxi,Nan
158847,157555,景德镇学院,Jiangxi,Nan
158848,157556,萍乡学院,Jiangxi,Nan
158849,157557,江西科技师范大学,Jiangxi,Nan
158850,157558,南昌工程学院,Jiangxi,Nan
158851,157559,江西警察学院,Jiangxi,Nan
158852,157560,新余学院,Jiangxi,Nan
158853,157561,九江学院,Jiangxi,Nan
158854,157562,江西工程学院,Jiangxi,Nan
158855,157563,南昌理工学院,Jiangxi,Nan
158856,157564,江西应用科技学院,Jiangxi,Nan
158857,157565,江西服装学院,Jiangxi,Nan
158858,157566,南昌工学院,Jiangxi,Nan
158859,157567,南昌大学科学技术学院,Jiangxi,Nan
158860,157568,南昌大学共青学院,Jiangxi,Nan
158861,157569,华东交通大学理工学院,Jiangxi,Nan
158862,157570,东华理工大学长江学院,Jiangxi,Nan
158863,157571,南昌航空大学科技学院,Jiangxi,Nan
158864,157572,江西理工大学应用科学学院,Jiangxi,Nan
158865,157573,景德镇陶瓷大学科技艺术学院,Jiangxi,Nan
158866,157574,江西农业大学南昌商学院,Jiangxi,Nan
158867,157575,江西中医药大学科技学院,Jiangxi,Nan
158868,157576,江西师范大学科学技术学院,Jiangxi,Nan
158869,157577,赣南师范大学科技学院,Jiangxi,Nan
158870,157578,江西科技师范大学理工学院,Jiangxi,Nan
158871,157579,"江西财经大学现代经济管理
学院",Jiangxi,Nan
158872,157580,豫章师范学院,Jiangxi,Nan
158873,157581,南昌师范学院,Jiangxi,Nan
158874,157582,上饶幼儿师范高等专科学校,Jiangxi,Nan
158875,157583,抚州幼儿师范高等专科学校,Jiangxi,Nan
158876,157584,江西工业职业技术学院,Jiangxi,Nan
158877,157585,江西医学高等专科学校,Jiangxi,Nan
158878,157586,九江职业大学,Jiangxi,Nan
158879,157587,九江职业技术学院,Jiangxi,Nan
158880,157588,江西司法警官职业学院,Jiangxi,Nan
158881,157589,"江西陶瓷工艺美术职业技术
学院",Jiangxi,Nan
158882,157590,江西旅游商贸职业学院,Jiangxi,Nan
158883,157591,江西电力职业技术学院,Jiangxi,Nan
158884,157592,江西环境工程职业学院,Jiangxi,Nan
158885,157593,江西艺术职业学院,Jiangxi,Nan
158886,157594,鹰潭职业技术学院,Jiangxi,Nan
158887,157595,江西信息应用职业技术学院,Jiangxi,Nan
158888,157596,江西交通职业技术学院,Jiangxi,Nan
158889,157597,江西财经职业学院,Jiangxi,Nan
158890,157598,江西应用技术职业学院,Jiangxi,Nan
158891,157599,江西现代职业技术学院,Jiangxi,Nan
158892,157600,江西工业工程职业技术学院,Jiangxi,Nan
158893,157601,江西机电职业技术学院,Jiangxi,Nan
158894,157602,江西科技职业学院,Jiangxi,Nan
158895,157603,南昌职业学院,Jiangxi,Nan
158896,157604,江西外语外贸职业学院,Jiangxi,Nan
158897,157605,江西工业贸易职业技术学院,Jiangxi,Nan
158898,157606,宜春职业技术学院,Jiangxi,Nan
158899,157607,江西应用工程职业学院,Jiangxi,Nan
158900,157608,江西生物科技职业学院,Jiangxi,Nan
158901,157609,江西建设职业技术学院,Jiangxi,Nan
158902,157610,抚州职业技术学院,Jiangxi,Nan
158903,157611,江西中医药高等专科学校,Jiangxi,Nan
158904,157612,江西先锋软件职业技术学院,Jiangxi,Nan
158905,157613,江西经济管理职业学院,Jiangxi,Nan
158906,157614,江西制造职业技术学院,Jiangxi,Nan
158907,157615,江西工程职业学院,Jiangxi,Nan
158908,157616,江西青年职业学院,Jiangxi,Nan
158909,157617,上饶职业技术学院,Jiangxi,Nan
158910,157618,江西航空职业技术学院,Jiangxi,Nan
158911,157619,江西农业工程职业学院,Jiangxi,Nan
158912,157620,赣西科技职业学院,Jiangxi,Nan
158913,157621,江西卫生职业学院,Jiangxi,Nan
158914,157622,江西新能源科技职业学院,Jiangxi,Nan
158915,157623,江西枫林涉外经贸职业学院,Jiangxi,Nan
158916,157624,江西泰豪动漫职业学院,Jiangxi,Nan
158917,157625,江西冶金职业技术学院,Jiangxi,Nan
158918,157626,江西管理职业学院,Jiangxi,Nan
158919,157627,江西传媒职业学院,Jiangxi,Nan
158920,157628,江西工商职业技术学院,Jiangxi,Nan
158921,157629,景德镇陶瓷职业技术学院,Jiangxi,Nan
158922,157630,共青科技职业学院,Jiangxi,Nan
158923,157631,赣州师范高等专科学校,Jiangxi,Nan
158924,157632,江西水利职业学院,Jiangxi,Nan
158925,157633,宜春幼儿师范高等专科学校,Jiangxi,Nan
158926,157634,吉安职业技术学院,Jiangxi,Nan
158927,157635,江西洪州职业学院,Jiangxi,Nan
158928,157636,江西师范高等专科学校,Jiangxi,Nan
158929,157637,南昌影视传播职业学院,Jiangxi,Nan
158930,157638,赣南卫生健康职业学院,Jiangxi,Nan
158931,157639,山东大学,Shandong,Nan
158932,157640,中国海洋大学,Shandong,Nan
158933,157641,山东科技大学,Shandong,Nan
158934,157642,中国石油大学（华东）,Shandong,Nan
158935,157643,青岛科技大学,Shandong,Nan
158936,157644,济南大学,Shandong,Nan
158937,157645,青岛理工大学,Shandong,Nan
158938,157646,山东建筑大学,Shandong,Nan
158939,157647,齐鲁工业大学,Shandong,Nan
158940,157648,山东理工大学,Shandong,Nan
158941,157649,山东农业大学,Shandong,Nan
158942,157650,青岛农业大学,Shandong,Nan
158943,157651,潍坊医学院,Shandong,Nan
158944,157652,泰山医学院,Shandong,Nan
158945,157653,滨州医学院,Shandong,Nan
158946,157654,山东中医药大学,Shandong,Nan
158947,157655,济宁医学院,Shandong,Nan
158948,157656,山东师范大学,Shandong,Nan
158949,157657,曲阜师范大学,Shandong,Nan
158950,157658,聊城大学,Shandong,Nan
158951,157659,德州学院,Shandong,Nan
158952,157660,滨州学院,Shandong,Nan
158953,157661,鲁东大学,Shandong,Nan
158954,157662,临沂大学,Shandong,Nan
158955,157663,泰山学院,Shandong,Nan
158956,157664,济宁学院,Shandong,Nan
158957,157665,菏泽学院,Shandong,Nan
158958,157666,山东财经大学,Shandong,Nan
158959,157667,山东体育学院,Shandong,Nan
158960,157668,山东艺术学院,Shandong,Nan
158961,157669,齐鲁医药学院,Shandong,Nan
158962,157670,青岛滨海学院,Shandong,Nan
158963,157671,枣庄学院,Shandong,Nan
158964,157672,山东工艺美术学院,Shandong,Nan
158965,157673,青岛大学,Shandong,Nan
158966,157674,烟台大学,Shandong,Nan
158967,157675,潍坊学院,Shandong,Nan
158968,157676,山东警察学院,Shandong,Nan
158969,157677,山东交通学院,Shandong,Nan
158970,157678,山东工商学院,Shandong,Nan
158971,157679,山东女子学院,Shandong,Nan
158972,157680,烟台南山学院,Shandong,Nan
158973,157681,潍坊科技学院,Shandong,Nan
158974,157682,山东英才学院,Shandong,Nan
158975,157683,青岛恒星科技学院,Shandong,Nan
158976,157684,青岛黄海学院,Shandong,Nan
158977,157685,山东现代学院,Shandong,Nan
158978,157686,山东协和学院,Shandong,Nan
158979,157687,烟台大学文经学院,Shandong,Nan
158980,157688,聊城大学东昌学院,Shandong,Nan
158981,157689,青岛理工大学琴岛学院,Shandong,Nan
158982,157690,山东师范大学历山学院,Shandong,Nan
158983,157691,山东财经大学燕山学院,Shandong,Nan
158984,157692,中国石油大学胜利学院,Shandong,Nan
158985,157693,山东科技大学泰山科技学院,Shandong,Nan
158986,157694,山东华宇工学院,Shandong,Nan
158987,157695,青岛工学院,Shandong,Nan
158988,157696,青岛农业大学海都学院,Shandong,Nan
158989,157697,齐鲁理工学院,Shandong,Nan
158990,157698,山东财经大学东方学院,Shandong,Nan
158991,157699,济南大学泉城学院,Shandong,Nan
158992,157700,山东政法学院,Shandong,Nan
158993,157701,齐鲁师范学院,Shandong,Nan
158994,157702,山东青年政治学院,Shandong,Nan
158995,157703,"北京电影学院现代创意媒体
学院",Shandong,Nan
158996,157704,山东管理学院,Shandong,Nan
158997,157705,山东农业工程学院,Shandong,Nan
